CPU	 5	 0.016675
CPU	 1	 0.016675
CPU	 3	 0
CPU	 7	 0
CPU	 9	 0
CPU	 11	 0
CPU	 13	 0.016675
CPU	 15	 0
CPU	 17	 0.01665
CPU	 19	 0.016675
CPU	 21	 0.016675
CPU	 23	 0.033325
CPU	 25	 0.016675
CPU	 27	 0.033325
CPU	 29	 0.01665
CPU	 31	 0
CPU	 33	 0.01665
CPU	 35	 0.016675
CPU	 37	 0.016675
CPU	 39	 0.01665
CPU	 41	 0.016675
CPU	 43	 0.016675
CPU	 45	 0.016675
CPU	 47	 0.033325
CPU	 49	 0.01665
CPU	 51	 0.033325
CPU	 53	 0.016675
CPU	 55	 0.016675
CPU	 57	 0.016675
CPU	 59	 0.016675
CPU	 61	 0.016675
CPU	 63	 0.016675
CPU	 65	 0.016675
CPU	 67	 0
CPU	 69	 0.01665
CPU	 71	 0.01665
CPU	 73	 0.033325
CPU	 75	 0.016675
CPU	 77	 0.033325
CPU	 79	 0.01665
CPU	 81	 0.03335
CPU	 83	 0.033325
CPU	 85	 0.016675
CPU	 87	 0.033325
CPU	 89	 0.033325
CPU	 91	 0.016675
CPU	 93	 0.033325
CPU	 95	 0.033325
CPU	 97	 0.033325
CPU	 99	 0.033325
CPU	 101	 0.033325
CPU	 103	 0.016675
CPU	 105	 0.033325
CPU	 107	 0.033325
CPU	 109	 0.016675
CPU	 111	 0.05
CPU	 113	 0.033325
CPU	 115	 0.033325
CPU	 117	 0.033325
CPU	 119	 0.033325
CPU	 121	 0.01665
CPU	 123	 0.033325
CPU	 125	 0.033325
CPU	 127	 0.033325
CPU	 129	 0.05
CPU	 131	 0.033325
CPU	 133	 0.03335
CPU	 135	 0.016675
CPU	 137	 0.033325
CPU	 139	 0.033325
CPU	 141	 0.03335
CPU	 143	 0.05
CPU	 145	 0.033325
CPU	 147	 0.03335
CPU	 149	 0.033325
CPU	 151	 0.033325
CPU	 153	 0.033325
CPU	 155	 0.033325
CPU	 157	 0.03335
CPU	 159	 0.05
CPU	 161	 0.033325
CPU	 163	 0.05
CPU	 165	 0.033325
CPU	 167	 0.033325
CPU	 169	 0.05
CPU	 171	 0.033325
CPU	 173	 0.05
CPU	 175	 0.033325
CPU	 177	 0.033325
CPU	 179	 0.03335
CPU	 181	 0.03335
CPU	 183	 0.05
CPU	 185	 0.033325
CPU	 187	 0.033325
CPU	 189	 0.033325
CPU	 191	 0.05
CPU	 193	 0.05
CPU	 195	 0.066675
CPU	 197	 0.06665
CPU	 199	 0.05
IO	 0	 2228.23
IO	 2	 2228.22
IO	 8	 2228.65
IO	 10	 2228.8
IO	 12	 2228.95
IO	 14	 2229.12
IO	 16	 2229.28
IO	 18	 2229.43
IO	 20	 2229.57
IO	 22	 2229.7
IO	 24	 2229.82
IO	 26	 2229.97
IO	 28	 2230.13
IO	 30	 2230.3
IO	 32	 2230.48
IO	 34	 2230.63
IO	 36	 2230.82
IO	 38	 2230.98
IO	 40	 2231.13
IO	 42	 2231.28
IO	 6	 2231.78
IO	 44	 2231.43
IO	 46	 2231.57
IO	 4	 2232.17
IO	 48	 2231.72
IO	 50	 2231.85
IO	 52	 2231.97
IO	 54	 2232.1
IO	 56	 2232.22
IO	 58	 2232.35
IO	 60	 2232.4
IO	 62	 2232.47
IO	 64	 2232.53
IO	 66	 2232.58
IO	 68	 2232.63
IO	 70	 2232.7
IO	 72	 2232.72
IO	 74	 2232.77
IO	 76	 2232.83
IO	 78	 2232.9
IO	 80	 2233
IO	 82	 2233.05
IO	 84	 2233.1
IO	 86	 2233.17
IO	 88	 2233.22
IO	 90	 2233.28
IO	 92	 2233.35
IO	 94	 2233.38
IO	 96	 2233.4
IO	 98	 2233.45
IO	 100	 2233.47
IO	 102	 2233.48
IO	 104	 2233.52
IO	 106	 2233.53
IO	 108	 2233.58
IO	 110	 2233.6
IO	 112	 2233.58
IO	 114	 2233.58
IO	 116	 2233.58
IO	 118	 2233.58
IO	 120	 2233.58
IO	 122	 2233.6
IO	 124	 2233.58
IO	 126	 2233.57
IO	 128	 2233.55
IO	 130	 2233.52
IO	 132	 2233.48
IO	 134	 2233.45
IO	 136	 2233.42
IO	 138	 2233.38
IO	 140	 2233.35
IO	 142	 2233.27
IO	 144	 2233.25
IO	 146	 2233.18
IO	 148	 2233.15
IO	 150	 2233.07
IO	 152	 2233
IO	 154	 2232.92
IO	 156	 2232.87
IO	 158	 2232.8
IO	 160	 2232.72
IO	 162	 2232.63
IO	 164	 2232.52
IO	 166	 2232.45
IO	 168	 2232.32
IO	 170	 2232.2
IO	 172	 2232.1
IO	 174	 2231.98
IO	 176	 2231.87
IO	 178	 2231.73
IO	 180	 2231.6
IO	 182	 2231.5
IO	 184	 2231.37
IO	 186	 2231.25
IO	 188	 2231.08
IO	 190	 2230.95
IO	 192	 2230.8
IO	 194	 2230.65
IO	 196	 2230.48
IO	 198	 2230.3
