CPU	 1	 0
CPU	 3	 0.016675
CPU	 5	 0.01665
CPU	 7	 0.016675
CPU	 9	 0.016675
CPU	 11	 0
CPU	 13	 0.016675
CPU	 15	 0.01665
CPU	 17	 0.016675
CPU	 19	 0.033325
CPU	 21	 0.016675
CPU	 23	 0.01665
CPU	 25	 0.016675
CPU	 27	 0.033325
CPU	 29	 0.03335
CPU	 31	 0.01665
CPU	 33	 0.016675
CPU	 35	 0.016675
CPU	 37	 0.016675
CPU	 39	 0.01665
CPU	 41	 0.016675
CPU	 43	 0.03335
CPU	 45	 0.016675
CPU	 47	 0.01665
CPU	 49	 0.033325
CPU	 51	 0.033325
CPU	 53	 0.033325
CPU	 55	 0.016675
CPU	 57	 0.016675
CPU	 59	 0.03335
CPU	 61	 0.016675
CPU	 63	 0.016675
CPU	 65	 0.03335
CPU	 67	 0.016675
CPU	 69	 0.01665
CPU	 71	 0.05
CPU	 73	 0.016675
CPU	 75	 0.033325
CPU	 77	 0.01665
CPU	 79	 0.016675
CPU	 81	 0.016675
CPU	 83	 0.033325
CPU	 85	 0.03335
CPU	 87	 0.01665
CPU	 89	 0.03335
CPU	 91	 0.01665
CPU	 93	 0.016675
CPU	 95	 0.01665
CPU	 97	 0.016675
CPU	 99	 0.016675
IO	 0	 1974.5
IO	 2	 1974.58
IO	 4	 1974.68
IO	 6	 1974.75
IO	 8	 1974.78
IO	 10	 1974.83
IO	 12	 1974.88
IO	 14	 1974.92
IO	 16	 1974.95
IO	 18	 1975
IO	 20	 1975.02
IO	 22	 1975.03
IO	 24	 1975.07
IO	 26	 1975.12
IO	 28	 1975.12
IO	 30	 1975.13
IO	 32	 1975.17
IO	 34	 1975.17
IO	 36	 1975.18
IO	 38	 1975.18
IO	 40	 1975.22
IO	 42	 1975.2
IO	 44	 1975.18
IO	 46	 1975.2
IO	 48	 1975.18
IO	 50	 1975.2
IO	 52	 1975.18
IO	 54	 1975.15
IO	 56	 1975.15
IO	 58	 1975.12
IO	 60	 1975.1
IO	 62	 1975.08
IO	 64	 1975.03
IO	 66	 1975.02
IO	 68	 1974.97
IO	 70	 1974.95
IO	 72	 1974.92
IO	 74	 1974.85
IO	 76	 1974.8
IO	 78	 1974.75
IO	 80	 1974.72
IO	 82	 1974.65
IO	 84	 1974.57
IO	 86	 1974.52
IO	 88	 1974.45
IO	 90	 1974.38
IO	 92	 1974.32
IO	 94	 1974.23
IO	 96	 1974.17
IO	 98	 1974.08
