CPU	 1	 0.05
CPU	 3	 0.066675
CPU	 5	 0.066675
CPU	 7	 0.05
CPU	 9	 0.05
CPU	 11	 0.05
CPU	 13	 0.05
CPU	 15	 0.05
CPU	 17	 0.066675
CPU	 19	 0.05
CPU	 21	 0.05
CPU	 23	 0.05
CPU	 25	 0.05
CPU	 27	 0.05
CPU	 29	 0.05
CPU	 31	 0.066675
CPU	 33	 0.06665
CPU	 35	 0.05
CPU	 37	 0.05
CPU	 39	 0.05
CPU	 41	 0.05
CPU	 43	 0.05
CPU	 45	 0.05
CPU	 47	 0.05
CPU	 49	 0.066675
IO	 0	 4644.6
IO	 2	 4644.62
IO	 4	 4644.63
IO	 6	 4644.62
IO	 8	 4644.62
IO	 10	 4644.6
IO	 12	 4644.6
IO	 14	 4644.58
IO	 16	 4644.55
IO	 18	 4644.52
IO	 20	 4644.52
IO	 22	 4644.45
IO	 24	 4644.43
IO	 26	 4644.37
IO	 28	 4644.32
IO	 30	 4644.28
IO	 32	 4644.23
IO	 34	 4644.18
IO	 36	 4644.12
IO	 38	 4644.07
IO	 40	 4644
IO	 42	 4643.92
IO	 44	 4643.83
IO	 46	 4643.78
IO	 48	 4643.7
