CPU	 1	 0
CPU	 3	 0
CPU	 5	 0
CPU	 7	 0
CPU	 9	 0
CPU	 11	 0.016675
CPU	 13	 0.016675
CPU	 15	 0
CPU	 17	 0
CPU	 19	 0
CPU	 21	 0
CPU	 23	 0
CPU	 25	 0.016675
CPU	 27	 0.01665
CPU	 29	 0
CPU	 31	 0
CPU	 33	 0
CPU	 35	 0.016675
CPU	 37	 0.016675
CPU	 39	 0
CPU	 41	 0.01665
CPU	 43	 0
CPU	 45	 0.03335
CPU	 47	 0
CPU	 49	 0.016675
CPU	 51	 0
CPU	 53	 0
CPU	 55	 0
CPU	 57	 0.033325
CPU	 59	 0
CPU	 61	 0.016675
CPU	 63	 0.01665
CPU	 65	 0
CPU	 67	 0
CPU	 69	 0.016675
CPU	 71	 0.01665
CPU	 73	 0
CPU	 75	 0
CPU	 77	 0.033325
CPU	 79	 0.016675
CPU	 81	 0.01665
CPU	 83	 0.016675
CPU	 85	 0.016675
CPU	 87	 0.03335
CPU	 89	 0.01665
CPU	 91	 0.033325
CPU	 93	 0.016675
CPU	 95	 0.016675
CPU	 97	 0.016675
CPU	 99	 0
IO	 0	 23.5667
IO	 2	 23.7167
IO	 4	 23.8333
IO	 6	 23.9333
IO	 8	 24.0333
IO	 10	 24.1
IO	 12	 24.1667
IO	 14	 24.2333
IO	 16	 24.3
IO	 18	 24.3667
IO	 20	 24.4333
IO	 22	 24.45
IO	 24	 24.5167
IO	 26	 24.55
IO	 28	 24.6167
IO	 30	 24.65
IO	 32	 24.6833
IO	 34	 24.7
IO	 36	 24.75
IO	 38	 24.7667
IO	 40	 24.8
IO	 42	 24.7833
IO	 44	 24.8167
IO	 46	 24.8167
IO	 48	 24.8333
IO	 50	 24.8166
IO	 52	 24.85
IO	 54	 24.8667
IO	 56	 24.85
IO	 58	 24.8
IO	 60	 24.8
IO	 62	 24.7667
IO	 64	 24.7333
IO	 66	 24.7
IO	 68	 24.6834
IO	 70	 24.65
IO	 72	 24.5667
IO	 74	 24.5333
IO	 76	 24.5
IO	 78	 24.45
IO	 80	 24.3667
IO	 82	 24.3
IO	 84	 24.2334
IO	 86	 24.1833
IO	 88	 24.1
IO	 90	 24.0333
IO	 92	 23.9333
IO	 94	 23.8666
IO	 96	 23.7833
IO	 98	 23.6833
