CPU	 9	 0.11665
CPU	 15	 0.13335
CPU	 7	 0.13335
CPU	 1	 0.23335
CPU	 3	 0.13335
CPU	 5	 0.11665
CPU	 11	 0.116675
CPU	 13	 0.133325
CPU	 17	 0.11665
CPU	 19	 0.13335
CPU	 21	 0.11665
CPU	 23	 0.13335
CPU	 25	 0.133325
CPU	 27	 0.11665
CPU	 29	 0.15
CPU	 31	 0.15
CPU	 33	 0.133325
CPU	 35	 0.15
CPU	 37	 0.133325
CPU	 39	 0.133325
CPU	 41	 0.15
CPU	 43	 0.116675
CPU	 45	 0.133325
CPU	 47	 0.15
CPU	 49	 0.15
IO	 26	 6701.15
IO	 16	 6705.17
IO	 34	 6704.82
IO	 14	 6706.58
IO	 8	 6707.02
IO	 24	 6706.22
IO	 40	 6705.23
IO	 10	 6707.7
IO	 12	 6708.38
IO	 2	 6709.18
IO	 42	 6706.58
IO	 6	 6709.08
IO	 28	 6707.83
IO	 38	 6707.12
IO	 20	 6708.68
IO	 4	 6710.4
IO	 32	 6708.85
IO	 46	 6707.95
IO	 30	 6709.68
IO	 18	 6710.6
IO	 36	 6709.35
IO	 48	 6708.6
IO	 44	 6708.93
IO	 0	 6712
IO	 22	 6710.77
